city,station_name,lat,lon,utc_time,pm25,temp,blh,sp,wind_spd,rh,AOD
Kolkata,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,2025-10-02 02:00:00+00:00,18.6,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Delhi,"CRRI Mathura Road, New Delhi - IMD",28.5512005,77.2735737,2025-09-09 08:15:00+00:00,23.07,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Bhayandar West, Mira-Bhayandar - MPCB",19.296481,72.840923,2025-08-11 05:45:00+00:00,19.62,27.685693359375023,448.25439453125,100586.4453125,3.690652491863714,80.31331683974528,
Delhi,"Punjabi Bagh, Delhi - DPCC",28.674045,77.131023,2025-12-06 12:00:00+00:00,95.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"Vasundhara, Ghaziabad - UPPCB",28.6603346,77.3572563,2026-02-14 09:30:00+00:00,54.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"Punjabi Bagh, Delhi - DPCC",28.674045,77.131023,2025-11-04 21:45:00+00:00,74.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,GK1 (Oberoi Terrace),28.5500047,77.2431058,2025-09-19 10:00:00+00:00,37.50714270273844,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Byculla, Mumbai - BMC",18.9767,72.838,2025-12-09 21:30:00+00:00,56.57,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Delhi,"Sri Aurobindo Marg, Delhi - DPCC",28.531346,77.190156,2026-02-01 15:15:00+00:00,67.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",20.24079,85.836784,2025-10-08 00:45:00+00:00,7.0,26.430810546875023,86.33360290527344,99655.9375,1.2951369068387346,95.46516280566564,
Delhi,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944,2025-09-03 09:30:00+00:00,27.93,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17.4559458,78.4332152,2025-12-04 21:30:00+00:00,70.0,23.388055419921898,667.8336181640625,94173.9453125,5.124915901449385,90.9659958934684,
Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627875,88.3804,2025-10-10 00:45:00+00:00,38.74,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17.4559458,78.4332152,2025-08-04 03:46:00+00:00,35.0,26.975396728515648,647.345947265625,94630.25,2.776131878140085,78.61486243793013,
Mumbai,"Kandivali West, Mumbai - BMC",19.215859,72.831718,2026-01-04 03:00:00+00:00,89.65,26.011102294921898,628.83349609375,100113.9453125,4.850182141788759,93.87583261349012,
Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",19.02579,73.10297,2025-09-04 21:00:00+00:00,25.01,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Delhi,"Burari Crossing, New Delhi - IMD",28.7256504,77.2011573,2026-03-02 06:00:00+00:00,74.57,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,0.5160956382751465
Delhi,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944,2025-08-01 02:30:00+00:00,25.1,28.10640869140628,174.06198120117188,97573.296875,1.3936526095204491,89.60651192806576,
Mumbai,"Borivali East, Mumbai - MPCB",19.227474,72.864394,2025-10-11 23:00:00+00:00,42.0,26.011102294921898,628.83349609375,100113.9453125,4.850182141788759,93.87583261349012,
Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",8.5149093,76.9435879,2025-12-09 01:45:00+00:00,26.0,24.284570312500023,683.58349609375,99269.9375,5.794258208182954,94.90013641754828,
Delhi,"ITO, New Delhi - CPCB",28.628624,77.24106,2026-01-01 23:15:00+00:00,67.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"Shadipur, Delhi - CPCB",28.6514781,77.1473105,2025-11-10 21:30:00+00:00,114.6,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",19.0632143,72.8456324,2026-03-04 09:30:00+00:00,29.72,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",13.003872,77.664217,2025-12-12 02:15:00+00:00,45.12,21.028680419921898,775.70849609375,90864.9453125,5.113400078265024,93.71764107265524,
Delhi,"Burari Crossing, New Delhi - IMD",28.7256504,77.2011573,2026-02-07 12:00:00+00:00,82.26,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944,2025-09-07 00:45:00+00:00,43.98,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Worli, Mumbai - MPCB",18.9936162,72.8128113,2025-10-11 14:00:00+00:00,49.32,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",19.090337,73.014232,2025-11-07 22:15:00+00:00,34.39,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Bengaluru,"Peenya, Bengaluru - CPCB",13.0270199,77.494094,2026-02-12 04:45:00+00:00,16.78,21.374383544921898,796.95849609375,91173.9453125,4.225358964327853,92.39654037436505,
Delhi,"Burari Crossing, New Delhi - IMD",28.7256504,77.2011573,2026-02-02 11:00:00+00:00,112.16,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Mumbai,"Ghatkopar, Mumbai - BMC",19.083694,72.920967,2026-02-12 15:45:00+00:00,46.3,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Nagpur,"Mahal, Nagpur - MPCB",21.14472,79.107595,2025-08-02 13:30:00+00:00,27.77,30.235986328125023,253.38856506347656,96611.0625,2.0978576468130075,68.40256360085938,
Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",19.0632143,72.8456324,2025-10-02 02:00:00+00:00,10.19,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Nagpur,"Ambazari, Nagpur - MPCB",21.121801,79.04952,2025-09-12 10:15:00+00:00,18.93,25.018701171875023,349.08349609375,96443.9375,2.354082138933167,93.18415322642574,
Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,2026-02-11 01:30:00+00:00,79.0,26.128076171875023,484.95849609375,98738.9375,3.201426413770895,96.63677458729822,
Delhi,"Chandni Chowk, Delhi - IITM",28.656756,77.227234,2025-10-15 20:00:00+00:00,102.1,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738,2025-10-06 20:45:00+00:00,24.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Sanpada, Navi Mumbai - MPCB",19.0575752,73.0151367,2025-08-10 16:15:00+00:00,13.28,26.406335449218773,405.7041015625,100622.53125,2.527279769177523,87.74517943637967,
Delhi,Air Check,28.623056,77.234167,2026-02-02 15:00:00+00:00,216.9860000610352,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Delhi,"CRRI Mathura Road, New Delhi - IMD",28.5512005,77.2735737,2026-03-07 20:30:00+00:00,155.81,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,2026-02-13 06:45:00+00:00,70.66,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Delhi,"Chandni Chowk, Delhi - IITM",28.656756,77.227234,2025-09-14 07:15:00+00:00,23.8,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Kolkata,"Belur Math, Howrah - WBPCB",22.629801,88.352017,2026-01-01 03:45:00+00:00,156.8,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Delhi,"Jahangirpuri, Delhi - DPCC",28.73282,77.170633,2025-10-08 23:30:00+00:00,59.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,2026-02-15 08:45:00+00:00,497.15,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,0.395500898361206
Delhi,"IGI Airport (T3), Delhi - IMD",28.5627763,77.1180053,2025-12-02 07:45:00+00:00,155.8,25.559930419921898,314.70849609375,97336.9453125,2.876974650774771,98.04961205161014,0.6113191843032837
Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,2026-02-01 03:45:00+00:00,63.0,26.128076171875023,484.95849609375,98738.9375,3.201426413770895,96.63677458729822,
Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",19.090337,73.014232,2025-12-07 21:00:00+00:00,105.82,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Delhi,"Sector - 125, Noida, UP - UPPCB",28.5447608,77.3231257,2025-10-07 14:00:00+00:00,12.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",19.090337,73.014232,2025-08-01 19:45:00+00:00,12.64,25.8798767089844,431.387939453125,100383.6640625,3.762377521116313,91.1463084852526,
Lucknow,"Central School, Lucknow - CPCB",26.8821003,80.9302753,2025-10-07 09:00:00+00:00,54.4,26.128076171875023,484.95849609375,98738.9375,3.201426413770895,96.63677458729822,
Delhi,GK1 (Oberoi Terrace),28.5500047,77.2431058,2025-10-19 14:00:00+00:00,282.9499969482422,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",19.02579,73.10297,2025-08-12 08:00:00+00:00,10.9,28.550317382812523,777.11083984375,100466.4453125,3.477513447807533,81.34289679618088,
Delhi,"Mundka, Delhi - DPCC",28.684678,77.076574,2025-08-09 15:30:00+00:00,38.0,26.657617187500023,91.521728515625,98024.6484375,1.308857508400091,90.45199263988432,
Bhubaneswar,"Patia, Bhubaneswar - OSPCB",20.34652,85.8163,2026-02-12 13:15:00+00:00,50.0,26.430810546875023,86.33360290527344,99655.9375,1.2951369068387346,95.46516280566564,
Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,2025-10-10 08:30:00+00:00,52.58,23.306024169921898,660.5836181640625,94096.9453125,5.351968596640679,90.36540426705358,
Delhi,"Burari Crossing, New Delhi - IMD",28.7256504,77.2011573,2026-01-20 23:30:00+00:00,163.1,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Kolkata,"Dasnagar, Howrah - WBPCB",22.6025571,88.3105664,2025-11-08 20:00:00+00:00,56.31,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Mumbai,"Worli, Mumbai - MPCB",18.9936162,72.8128113,2025-08-06 17:00:00+00:00,42.12,27.863671875000023,465.319091796875,100657.359375,2.81383028665173,78.8836584235549,
Delhi,"Ashok Vihar, Delhi - DPCC",28.695381,77.181665,2026-03-02 12:45:00+00:00,72.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Mumbai,"Vile Parle West, Mumbai - MPCB",19.10861,72.83622,2025-09-29 11:00:00+00:00,17.0,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Delhi,"Vasundhara, Ghaziabad - UPPCB",28.6603346,77.3572563,2025-11-02 16:45:00+00:00,202.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",19.065931,72.862131,2025-10-01 21:45:00+00:00,44.72,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Delhi,"Vasundhara, Ghaziabad - UPPCB",28.6603346,77.3572563,2025-08-09 19:45:00+00:00,50.0,27.137811279296898,48.627777099609375,97937.015625,0.9098015583209392,92.17486270364412,
Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",19.065931,72.862131,2026-01-03 05:45:00+00:00,40.45,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Mumbai,"Bandra Kurla Complex, Mumbai - IITM",19.0627,72.84614,2025-12-18 05:30:00+00:00,98.58,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,0.298770010471344
Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462,2025-12-28 13:45:00+00:00,985.0,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,2026-01-01 11:30:00+00:00,67.77,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,2025-08-10 04:30:00+00:00,28.31,32.51625976562502,886.03564453125,100595.3125,3.7211658853947913,69.89308171211431,
Mumbai,"Sewri, Mumbai - BMC",19.000084,72.85673,2025-08-25 17:30:00+00:00,11.09,25.99312744140628,566.7021484375,100621.6484375,5.8891595114464135,91.72428372973216,
Mumbai,"Borivali East, Mumbai - MPCB",19.227474,72.864394,2025-09-04 15:00:00+00:00,12.0,26.011102294921898,628.83349609375,100113.9453125,4.850182141788759,93.87583261349012,
Mumbai,"Upvan Fort, Thane - MPCB",19.222279,72.957979,2026-02-09 20:45:00+00:00,34.43,25.743524169921898,518.70849609375,100250.9453125,3.368684028873759,95.40892446688406,
Bhubaneswar,"Patia, Bhubaneswar - OSPCB",20.34652,85.8163,2026-03-06 13:30:00+00:00,45.0,26.430810546875023,86.33360290527344,99655.9375,1.2951369068387346,95.46516280566564,
Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",19.065931,72.862131,2026-01-10 00:00:00+00:00,40.26,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738,2026-02-02 08:45:00+00:00,135.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Delhi,"Sector-116, Noida - UPPCB",28.56923,77.393848,2025-09-04 13:15:00+00:00,17.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Delhi,"Punjabi Bagh, Delhi - DPCC",28.674045,77.131023,2026-02-02 10:15:00+00:00,88.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Delhi,"Pusa, Delhi - IMD",28.639645,77.146263,2025-10-10 08:16:00+00:00,56.623329162597656,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,0.8597071170806885
Kolkata,"Botanical Garden, Howrah - WBPCB",22.554954,88.292568,2025-09-09 20:15:00+00:00,33.79,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Mumbai,"Byculla, Mumbai - BMC",18.9767,72.838,2025-10-04 11:45:00+00:00,5.87,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Delhi,"Chandni Chowk, Delhi - IITM",28.656756,77.227234,2025-09-09 03:15:00+00:00,24.9,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",19.090337,73.014232,2025-11-01 06:30:00+00:00,9.62,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Nagpur,"Ambazari, Nagpur - MPCB",21.121801,79.04952,2025-12-09 09:45:00+00:00,32.44,25.018701171875023,349.08349609375,96443.9375,2.354082138933167,93.18415322642574,
Mumbai,"Kandivali West, Mumbai - BMC",19.215859,72.831718,2025-11-14 03:30:00+00:00,49.83,26.011102294921898,628.83349609375,100113.9453125,4.850182141788759,93.87583261349012,
Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,2025-09-12 02:30:00+00:00,25.74,23.306024169921898,660.5836181640625,94096.9453125,5.351968596640679,90.36540426705358,
Hyderabad,"Kokapet, Hyderabad - TSPCB",17.393559,78.33919399999999,2026-01-06 21:30:00+00:00,43.43,23.388055419921898,667.8336181640625,94173.9453125,5.124915901449385,90.9659958934684,
Delhi,"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,2025-11-04 13:30:00+00:00,0.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Delhi,"Vasundhara, Ghaziabad - UPPCB",28.6603346,77.3572563,2025-12-14 04:45:00+00:00,545.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Mumbai,"Bandra Kurla Complex, Mumbai - IITM",19.0627,72.84614,2025-11-10 17:00:00+00:00,68.71,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Delhi,"Rohini, Delhi - DPCC",28.732528,77.11992,2025-10-10 22:15:00+00:00,108.0,25.653680419921898,369.58349609375,97466.9453125,2.963705354330564,98.1763266762569,
Delhi,"ITO, New Delhi - CPCB",28.628624,77.24106,2025-10-11 12:00:00+00:00,50.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,2025-10-03 03:00:00+00:00,12.28,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Lucknow,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,2025-11-05 03:00:00+00:00,55.9,26.128076171875023,484.95849609375,98738.9375,3.201426413770895,96.63677458729822,
Bhubaneswar,"CDA Area, Cuttack - OSPCB",20.48891,85.84768,2026-02-11 03:45:00+00:00,82.0,26.430810546875023,86.33360290527344,99655.9375,1.2951369068387346,95.46516280566564,
Mumbai,"Chembur, Mumbai - MPCB",19.0364585,72.8954371,2025-10-06 12:30:00+00:00,18.58,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Mumbai,"Ghatkopar, Mumbai - BMC",19.083694,72.920967,2026-01-08 19:30:00+00:00,46.82,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,2025-08-11 04:15:00+00:00,9.44,30.641259765625023,737.702880859375,100480.3125,2.5776831255444344,82.35335805476619,
Delhi,"Sector-1, Noida - UPPCB",28.589247,77.321962,2026-01-09 08:45:00+00:00,315.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Hyderabad,"Kokapet, Hyderabad - TSPCB",17.393559,78.33919399999999,2025-12-09 05:15:00+00:00,36.63,23.388055419921898,667.8336181640625,94173.9453125,5.124915901449385,90.9659958934684,0.3635300099849701
Lucknow,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,2026-01-21 21:45:00+00:00,119.8,26.128076171875023,484.95849609375,98738.9375,3.201426413770895,96.63677458729822,
Delhi,"ITO, New Delhi - CPCB",28.628624,77.24106,2026-02-05 17:00:00+00:00,133.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",8.5149093,76.9435879,2025-12-05 09:30:00+00:00,14.0,24.284570312500023,683.58349609375,99269.9375,5.794258208182954,94.90013641754828,
Hyderabad,"Kokapet, Hyderabad - TSPCB",17.393559,78.33919399999999,2025-09-15 14:00:00+00:00,24.53,23.388055419921898,667.8336181640625,94173.9453125,5.124915901449385,90.9659958934684,
Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",13.003872,77.664217,2025-08-08 15:45:00+00:00,30.84,23.113427734375023,204.7340240478516,91277.578125,1.838970818856036,86.68177719722267,
Delhi,"Ashok Vihar, Delhi - DPCC",28.695381,77.181665,2026-02-13 23:15:00+00:00,161.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Hyderabad,Hyderabad,17.38405,78.45636,2025-09-05 11:30:00+00:00,21.0,23.388055419921898,667.8336181640625,94173.9453125,5.124915901449385,90.9659958934684,
Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17.544898999999997,78.486949,2025-10-10 14:00:00+00:00,33.84,23.388055419921898,667.8336181640625,94173.9453125,5.124915901449385,90.9659958934684,
Mumbai,"Upvan Fort, Thane - MPCB",19.222279,72.957979,2025-12-04 13:00:00+00:00,32.3,25.743524169921898,518.70849609375,100250.9453125,3.368684028873759,95.40892446688406,
Mumbai,"Sanpada, Navi Mumbai - MPCB",19.0575752,73.0151367,2025-08-11 07:00:00+00:00,12.99,27.812280273437523,728.08203125,100689.4375,4.040529048031911,82.9154360846274,
Delhi,"Jahangirpuri, Delhi - DPCC",28.73282,77.170633,2025-10-08 14:45:00+00:00,82.0,25.542352294921898,399.95849609375,97439.9453125,3.3450370431806973,98.35757781767131,
Kolkata,"Belur Math, Howrah - WBPCB",22.629801,88.352017,2026-03-06 06:15:00+00:00,55.8,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,0.7539421319961548
Mumbai,"Borivali East, Mumbai - MPCB",19.227474,72.864394,2025-08-12 17:45:00+00:00,41.0,27.150537109375023,435.0986328125,100281.9921875,3.285819374011019,89.04356079140078,
Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,2026-01-04 12:00:00+00:00,127.95,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Kolkata,Dhopagachi,22.3743,88.415,2025-12-25 17:00:00+00:00,244.70766626993813,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Delhi,"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-11-05 19:00:00+00:00,277.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Borivali East, Mumbai - MPCB",19.227474,72.864394,2025-08-25 02:00:00+00:00,8.0,26.173974609375023,750.355712890625,100397.9609375,6.300975920658765,91.36029374656606,
Bengaluru,"Jigani, Bengaluru - KSPCB",12.7816279,77.6299145,2025-10-25 03:00:00+00:00,28.38,21.028680419921898,775.70849609375,90864.9453125,5.113400078265024,93.71764107265524,
Mumbai,"Sanpada, Navi Mumbai - MPCB",19.0575752,73.0151367,2025-12-01 10:15:00+00:00,67.25,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Mumbai,"Worli, Mumbai - MPCB",18.9936162,72.8128113,2025-12-11 04:45:00+00:00,44.05,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",20.24079,85.836784,2025-08-09 11:30:00+00:00,7.0,29.845117187500023,570.459716796875,100096.8125,2.9177169886685754,80.56957106547497,
Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627875,88.3804,2026-01-04 23:15:00+00:00,89.13,27.598779296875023,93.58360290527344,100068.9375,1.3312617003298586,95.25131197356052,
Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17.544898999999997,78.486949,2025-10-04 18:00:00+00:00,31.94,23.388055419921898,667.8336181640625,94173.9453125,5.124915901449385,90.9659958934684,
Mumbai,"Bandra Kurla Complex, Mumbai - IITM",19.0627,72.84614,2026-03-06 04:00:00+00:00,42.29,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Mumbai,"Borivali East, Mumbai - MPCB",19.227474,72.864394,2025-08-04 00:30:00+00:00,10.3,26.379479980468773,320.71563720703125,100420.125,2.9719963283073643,88.7020611249963,
Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",19.02579,73.10297,2025-10-08 22:15:00+00:00,72.85,25.407586669921898,505.20849609375,100240.9453125,4.520765714531221,93.21398822360216,
Delhi,"Sirifort, Delhi - CPCB",28.5504249,77.2159377,2025-12-07 03:30:00+00:00,159.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Nagpur,VNIT NAGPUR,21.123229,79.052856,2026-02-25 04:00:00+00:00,70.0,25.018701171875023,349.08349609375,96443.9375,2.354082138933167,93.18415322642574,
Mumbai,"Bhayandar West, Mira-Bhayandar - MPCB",19.296481,72.840923,2025-10-09 12:15:00+00:00,48.38,26.011102294921898,628.83349609375,100113.9453125,4.850182141788759,93.87583261349012,
Delhi,"CRRI Mathura Road, New Delhi - IMD",28.5512005,77.2735737,2026-02-07 16:30:00+00:00,112.35,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Bengaluru,"Jigani, Bengaluru - KSPCB",12.7816279,77.6299145,2025-08-14 01:15:00+00:00,23.63,20.985162353515648,665.55029296875,90932.796875,4.644428230224716,92.36181254862062,
Lucknow,"Central School, Lucknow - CPCB",26.8821003,80.9302753,2025-08-09 09:45:00+00:00,26.1,31.478906250000023,948.489013671875,99073.3125,2.674828151214877,80.41685112717599,
Mumbai,"Sewri, Mumbai - BMC",19.000084,72.85673,2026-01-30 09:45:00+00:00,66.3,25.839227294921898,629.95849609375,100370.9453125,6.507851706947847,91.52910036947866,
Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,2025-08-01 15:45:00+00:00,27.1,26.587060546875023,222.1841735839844,94367.453125,2.4602348034448345,77.1242781538196,
Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",8.5149093,76.9435879,2026-02-01 05:30:00+00:00,29.0,24.284570312500023,683.58349609375,99269.9375,5.794258208182954,94.90013641754828,
Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17.4559458,78.4332152,2025-11-01 04:15:00+00:00,29.0,23.388055419921898,667.8336181640625,94173.9453125,5.124915901449385,90.9659958934684,
Nagpur,"Mahal, Nagpur - MPCB",21.14472,79.107595,2025-11-10 22:00:00+00:00,83.48,25.018701171875023,349.08349609375,96443.9375,2.354082138933167,93.18415322642574,
Delhi,"Sector - 125, Noida, UP - UPPCB",28.5447608,77.3231257,2025-11-08 23:30:00+00:00,298.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17.4559458,78.4332152,2025-11-06 16:45:00+00:00,54.0,23.388055419921898,667.8336181640625,94173.9453125,5.124915901449385,90.9659958934684,
Delhi,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944,2025-09-03 08:00:00+00:00,0.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
Mumbai,"Shivaji Nagar, Mumbai - BMC",19.060498,72.923356,2025-08-01 04:15:00+00:00,13.07,26.639916992187523,659.683349609375,100466.03125,4.746887475550654,90.60237984675469,
Bhubaneswar,"CDA Area, Cuttack - OSPCB",20.48891,85.84768,2026-01-08 11:45:00+00:00,18.0,26.430810546875023,86.33360290527344,99655.9375,1.2951369068387346,95.46516280566564,
Delhi,"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-09-05 09:00:00+00:00,30.0,25.561883544921898,323.20849609375,97430.9453125,2.877309861122454,98.20932882401362,
